name1,name2,score
dl foster,foster darryl,1.0
jane park,park jane,1.0
colleen de reuck,colleen stella de reuck,1.0
peter truax,truax peter,1.0
pamela reeves,reeves pamela lynn,1.0
ronald a lindsay,lindsay ronald a,1.0
brandon mull,mull brandon,1.0
deborah gruen,gruen deborah,1.0
marcus rowland,rowland marcus,1.0
ilija lupulesku,lupulesku ilija,1.0
margaret g kidwell,kidwell margaret,1.0
pete rademacher,thomas peter rademacher,1.0
andy miller,miller andy,1.0
wubong,우봉,1.0
cordera jenkins,jenkins cordera,1.0
c e parcell,parcell c e,1.0
nate bender,bender nate,1.0
nicholas a peppas,peppas nicholas a,1.0
evelyn lauder,lauder evelyn,1.0
holice turnbow,turnbow holice,1.0
chris nallen,nallen chris,1.0
john golden,johnny golden,1.0
chris kachulis,kachulis chris,1.0
linda l harper-brown,harper-brown linda l,1.0
james david hill,dave hill,1.0
cecil burke day,day cecil b,1.0
willard leon beaulac,beaulac willard,1.0
theo watson,watson theo,1.0
richard lynn  rick  hardcastle,hardcastle richard lynn,1.0
donald harper,donald de wayne harper,1.0
nita rusich hutter,hutter nita rusich,1.0
eddie farnsworth,farnsworth eddie,1.0
ellen semple barry,barry ellen semple,1.0
marilyn lacey rsm,lacey marilyn,1.0
brendan mchugh,brendan patrick mchugh,1.0
william henry anderson,anderson william henry,1.0
peretz p friedmann,friedmann peretz p,1.0
brian stuard,stuard brian,1.0
randolph cohen,cohen randolph,1.0
hermann flaschka,flaschka hermann,1.0
daniel gordon,gordon daniel,1.0
charles g groat,groat charles g,1.0
nina fout,fout nina,1.0
robert quarry,robert neil quarry,1.0
douglas porch,porch douglas,1.0
matthew rolston,rolston matthew,1.0
joe campos,campos joe a,1.0
jim ferraro,ferraro jim,1.0
geri doran,doran geri,1.0
will hobbs,hobbs will,1.0
joshua harris,harris joshua,1.0
kenneth s stern,stern kenneth s,1.0
ken ivory,ivory ken,1.0
walter adams,adams walter,1.0
bryan sears,sears bryan,1.0
ken squier,squier ken,1.0
terry wilcox,wilcox terry,1.0
edward vincent dargin,dargin edward vincent,1.0
jason sokol,sokol jason,1.0
dave pethtel,pethtel david lee,1.0
galusha anderson,anderson galusha,1.0
brian kamm,kamm brian,1.0
robert wayne bates i,bates robert wayne,1.0
janet aalfs,aalfs janet,1.0
scott petersen,petersen scott,1.0
ernest joseph harrison,e j  dutch  harrison,1.0
frederick justin almgren,almgren frederick,1.0
steve fisher,fisher steve,1.0
john gregg,gregg john r,1.0
michael dean standly,mike standly,1.0
sook nyul choi,choi sook nyul,1.0
lisa de cazotte,de cazotte lisa,1.0
jerod a turner,jerod turner,1.0
mark hulsbeck,hulsbeck mark w,1.0
sara hall,hall sara,1.0
don carey,carey don,1.0
jeff greer,greer jeff,1.0
liza donnelly,donnelly liza,1.0
lyman e kipp jr,kipp lyman,1.0
notah ryan begay iii,notah begay iii,1.0
david pearce penhallow,penhallow david pearce,1.0
david j bell,bell david j,1.0
leonard crow dog,crow dog leonard,1.0
kelly fajardo,fajardo kelly k,1.0
james king,king james,1.0
zachary cook,cook zachary j,1.0
pat meyers,meyers pat,1.0
damon wilson,wilson damon,1.0
george mason vi,mason george 06,1.0
greg stimac,stimac greg,1.0
kristen schaal,schaal kristen,1.0
stephen silvia,silvia stephen,1.0
fred tomaselli,tomaselli fred,1.0
jerry steelsmith,steelsmith jerry,1.0
fred peters,peters fred,1.0
tim kring,kring tim,1.0
jon sarkin,sarkin jon,1.0
henry christian haarstick,haarstick henry christian,1.0
keith tapia,tapia keith,1.0
michael marcello,marcello michael j,1.0
win ng,ng win,1.0
nancy knowlton,knowlton nancy,1.0
tim molyneux,molyneux tim,1.0
mark chester ebersole,ebersole mark chester,1.0
larry duplechan,duplechan larry,1.0
rita crockett,rita louise crockett,1.0
abdisalam aato عبد السلام عاتو,aato abdisalam,1.0
randi miller,miller randi,1.0
dr fred gainous,gainous fred,1.0
david thorburn,thorburn david,1.0
ted tryba,tryba ted,1.0
jon devaan,devaan jon,1.0
thomas mason,mason thomas,1.0
anne quast,quast anne,1.0
higgins victor,higgins william victor,1.0
newman ivey white,white newman ivey,1.0
carl berner,berner carl,1.0
spencer hawley,hawley spencer,1.0
jeff monroe,monroe jeffrey rodrick,1.0
david miller,miller david r,1.0
george anson bruce,bruce george a,1.0
tommy thompson,thompson tommy n,1.0
william thomas quick,quick william thomas,1.0
amberlynn weber,weber amberlynn,1.0
rufus anderson lyman,lyman rufus anderson,1.0
james gallagher,gallagher james,1.0
norman bluhm,bluhm norman,1.0
brad benjamin,benjamin brad,1.0
mario oriani-ambrosini,oriani-ambrosini mario,1.0
justin bolli,bolli justin,1.0
carrie moyer,moyer carrie,1.0
maria epes,epes maria,1.0
mimi thi nguyen,nguyen mimi thi,1.0
franklin pierce burnham,burnham franklin pierce,1.0
bernard amadei,amadei bernard,1.0
henrietta cuttino dozier,dozier henrietta,1.0
mary rockwell hook,hook mary rockwell,1.0
helen schneider dinerman,dinerman helen,1.0
philip r goodwin,goodwin philip r,1.0
george johnson mcmillin,mcmillin george,1.0
ashley strand,strand ashley,1.0
yvonne jacquette,jacquette yvonne,1.0
brianna rollins,rollins brianna,1.0
elizabeth sarnoff,sarnoff elizabeth,1.0
mike kellogg,kellogg mike,1.0
charles rosin,rosin charles,1.0
carlos d bustamante,bustamante carlos,1.0
eldon bernard schuster,schuster eldon bernard,1.0
john d baldeschwieler,baldeschwieler john,1.0
james boisfeuillet frank,frank james boisfeuillet,1.0
savannah dooley,dooley savannah,1.0
scott long,long scott,1.0
jacky d cupit,jacky cupit,1.0
markeith price,markeith leroy price,1.0
robert elswit,elswit robert,1.0
venkatesh shankar,shankar venkatesh,1.0
matthew mochary,mochary matthew,1.0
mike yam,yam mike,1.0
benjamin arthur quarles,quarles benjamin arthur,1.0
irvin j borowsky,borowsky irvin j,1.0
frederick perry fish,fish frederick perry,1.0
charles brandes,brandes charles,1.0
mark acres,acres mark,1.0
nicholas thompson,thompson nicholas,1.0
april gornik,gornik april,1.0
danny pierce,pierce danny,1.0
william thomas pecora,pecora william thomas,1.0
carlos curbelo,curbelo carlos,1.0
judd hambrick,hambrick judd,1.0
william herman prusoff,prusoff william herman,1.0
joseph p lash,lash joseph p,1.0
steven neville,neville steven p,1.0
joseph eugene bramlett,joseph bramlett,1.0
dennis jay paulson,dennis paulson,1.0
thomas trail,trail thomas f,1.0
william joseph hafey,hafey william joseph,1.0
juaquin gallardo,gallardo juaquin,1.0
richard mock,mock richard,1.0
thomas hayes,hayes thomas,1.0
carol ann abrams,abrams carol ann,1.0
kapulani landgraf,landgraf kapulani,1.0
peter james,james peter,1.0
marcus j ranum,ranum marcus j,1.0
jan kmenta,kmenta jan,1.0
erik barnes,erik barnes,1.0
reynaldo anzaldua jr,anzaldua jr reynaldo,1.0
cork graham,graham cork,1.0
matt peterson,peterson matt,1.0
donald pike,pike donald wayne,1.0
hallie quinn brown,brown hallie quinn,1.0
tomy drissi,drissi tomy,1.0
forest dewey dodrill,dodrill forest dewey,1.0
mildred allen,allen mildred,1.0
jessica korda,korda jessica,1.0
rt rev msgr carl h meinberg,meinburg carl,1.0
michelle stitzlein,stitzlein michelle,1.0
william e bentley,bentley william e,1.0
kit kittredge,margaret mildred kittredge,1.0
wayne white,white wayne,1.0
kurtis roberts,roberts kurtis,1.0
norma jean almodovar,almodovar norma jean,1.0
arthur lewbel,lewbel arthur,1.0
daniel de leon,de leon daniel,1.0
esther martinez,martinez esther,1.0
lester paul vetter,vetter lester paul,1.0
dina melicov,melicov dina,1.0
romaine tenney,tenney romaine,1.0
rollin summers sturgeon,sturgeon rollin s,1.0
tom petway,petway tom,1.0
steve eliason,eliason steve,1.0
david gordon,gordon david,1.0
mack walker,walker mack,1.0
joyce p jacobsen,jacobsen joyce p,1.0
moira c dunn,moira dunn,1.0
sean burrage,burrage sean,1.0
alan sisitsky,sisitsky alan,1.0
johnny greaves,greaves johnny,1.0
margaret harwood,harwood margaret,1.0
eddie lovett,lovett eddie,1.0
paul fitzwater,fitzwater paul,1.0
louis blaylock,blaylock louis,1.0
ross miller,miller ross,1.0
sean allstot,allstot sean,1.0
thomas gaetano lomedico,lomedico thomas gaetano,1.0
jake zemke,zemke jake,1.0
marc gibbs,gibbs marc,1.0
rosie mercado,mercado rosie,1.0
linda chisholm,linda rae chisholm,1.0
thomas l stevenson,stevenson thomas l,1.0
ronald v pelosi,pelosi ronald,1.0
maryellen goodwin,goodwin maryellen,1.0
george augustus marden,marden george a,1.0
andrew majda,majda andrew j,1.0
pat sapp,sapp pat,1.0
william clay,clay william d jr,1.0
matt fleckenstein,fleckenstein matt,1.0
mary van rensselaer buell,buell mary van rensselaer,1.0
danielle ammaccapane,ammaccapane danielle,1.0
cornelia hatcher,hatcher cornelia,1.0
zenos frudakis,frudakis zenos,1.0
al bumgarner,bumgarner al,1.0
lamar russ,russ lamar,1.0
rick owens,owens rick,1.0
lee fang,fang lee,1.0
gilbert brown wilson,wilson gilbert brown,1.0
danielle conway,conway danielle,1.0
john bogdan,bogdan john,1.0
dr kenneth mcfarland,mcfarland kenneth w,1.0
harold i cammer,cammer harold i,1.0
vernon w evans,evans vernon w,1.0
joanne king herring,herring joanne,1.0
constance frye martinson,martinson connie,1.0
frank asaro,asaro frank,1.0
monte scheinblum,scheinblum monte,1.0
richard clarida,clarida richard,1.0
john riley maxwell,maxwell john,1.0
colin j mcrae,mcrae colin j,1.0
john paul leon,leon john paul,1.0
george libman engel,engel george libman,1.0
james w mason,mason james w,1.0
carol miller,miller carol devine,1.0
jasper goodwill,goodwill jasper,1.0
bradley ryan elder,brad elder,1.0
john alcorn,alcorn john,1.0
rob kauffman,kauffman rob,1.0
jill york,york jill,1.0
marshall perlin,perlin marshall,1.0
william m batten,batten william m,1.0
charles schuchert,schuchert charles,1.0
allen michael doyle,allen doyle,1.0
ina drew,drew ina,1.0
william f lorenz md,lorenz william,1.0
matthew barnett,barnett matthew,1.0
thure e cerling,cerling thure e,1.0
richard goldberg,goldberg richard w,1.0
charles johnson noyes,noyes charles j,1.0
daniel eric lieberman,lieberman daniel,1.0
homero blancas jr,homero blancas,1.0
jose olvera,olvera jose rolando jr,1.0
brian ellis movalson,movalson brian,1.0
darrell robinson,robinson darrell big tits,1.0
nathaniel shepard keith,keith nathaniel s,1.0
eric c anderson,anderson eric c,1.0
james gregory  greg  bonnen,bonnen greg,1.0
scot mcknight,mcknight scot,1.0
ray mcnichols,mcnichols raymond clyne,1.0
phil jensen,jensen phil,1.0
bashar rahal,rahal bashar,1.0
randall edmund  randy  roach,roach randy,1.0
dustin moskovitz,moskovitz dustin,1.0
james lacey dent,jim dent,1.0
robert anthony may,bob may,1.0
krista voda,voda krista,1.0
reed hadley,hadley reed,1.0
walter b slocombe,slocombe walter,1.0
irwin stone,stone irwin,1.0
john frullo,frullo john,1.0
seaman a knapp,knapp seaman,1.0
john tyler hammons,hammons john tyler,1.0
brenda wong aoki,aoki brenda wong,1.0
edward f anhalt,anhalt edward francis,1.0
anthony j arduengo iii,arduengo anthony joseph iii,1.0
steve randy waldman,waldman steve randy,1.0
william w bollinger,bollinger bill,1.0
lyle ashton harris,harris lyle ashton,1.0
robert horton cameron,cameron robert horton,1.0
terry mckenzie,mckenzie terry,1.0
w bruce johnson,johnson w bruce,1.0
ronn d torossian,torossian ronn,1.0
samuel bookatz,bookatz samuel,1.0
lorelei decora means,decora means lorelei,1.0
ricky wysocki,wysocki ricky,1.0
linda doucett,doucett linda,1.0
michael a delaney,delaney michael,1.0
cathrynn brown,brown cathrynn n,1.0
brenden adams,adams brenden,1.0
joe bowman,the straight shooter,1.0
martin davis eichelberger jr,dave eichelberger,1.0
brett sheridan,sheridan brett,1.0
dicky eklund,richard eklundjr,1.0
azad bonni,bonni azad,1.0
gerald tsai jr,tsai gerald,1.0
edward stewart oliver jr,ed oliver,1.0
john clayton nienstedt,nienstedt john,1.0
howard dudley hart,dudley hart,1.0
christian mcdaniel,mcdaniel christian,1.0
amy sacker,sacker amy maria,1.0
paul cook,cook paul,1.0
john vines,vines john t,1.0
roy harris,harris roy,1.0
nomi m prins,prins nomi,1.0
jamie lovemark,lovemark jamie,1.0
alison galloway,nailalison galloway,1.0
daniel ivey-soto,ivey-soto daniel a,1.0
ernie otten,otten ernest e jr,1.0
reed demordaunt,demordaunt reed,1.0
levi clifford wade,wade levi c,1.0
hunter haas,haas hunter,1.0
james sidney rollins,rollins james sidney,1.0
david j peterson,peterson david j,1.0
anita b roberts,roberts anita,1.0
mitchell thomas rozanski,rozanski mitchell t,1.0
brian linder,linder brian e,1.0
lacy neff,neff lacy,1.0
michael norman,michael arthur norman jr,1.0
evan patak,evan hoburg patak,1.0
byron d sher,sher byron,1.0
shelly harvey,harvey shelly,1.0
kari miller,kari laraine miller,1.0
carmen chu,chu carmen,1.0
bill keightley,keightley bill,1.0
miguel roman,roman miguel,1.0
richard harned,harned richard,1.0
donovan strain,strain donovan,1.0
charles lupton  charlie  geren,geren charlie,1.0
ken grossman,grossman ken,1.0
arthur walton litz,litz a walton,1.0
richard h lee,lee richard h,1.0
michael reed barratt,barratt michael r,1.0
alphonse a kolb,kolb alphonse anton,1.0
don edward fehrenbacher,fehrenbacher don,1.0
elmer l gaden,gaden jr elmer l,1.0
christel simms,joan christel simms,1.0
clarence w w mayhew,mayhew clarence w w,1.0
jonathan l halperin md,halperin jonathan l,1.0
jason kennedy,kennedy jason,1.0
georgette mosbacher,mosbacher georgette paulsin,1.0
joseph disarro,disarro joseph,1.0
cirilo flores,flores cirilo,1.0
amy richards,richards amy,1.0
amanda ripley,ripley amanda,1.0
howard russell butler,butler howard russell,1.0
robert benvenuti,benvenuti robert j iii,1.0
chip coffey,coffey chip,1.0
josh culbreath,joshua culbreath,1.0
fay morgan taylor,taylor fay morgan,1.0
theodore e long,long theodore e,1.0
herbert a deutsch,deutsch herbert,1.0
leslie wead russell,russell leslie wead,1.0
adrian chen,chen adrian,1.0
jackie pilkington,pilkington jackie,1.0
elizabeth janangelo,liz janangelo,1.0
charles l fletcher,fletcher charles l,1.0
maria longworth nichols storer,storer maria longwoth nichols,1.0
tracy ogden king,king tracy ogden,1.0
allan mansoor,mansoor allan,1.0
timothy andrea oneal,oneal timothy,1.0
allen falkner,falkner allen,1.0
mel lattany,lattany mel,1.0
lucas baiano,baiano lucas,1.0
robert haven schauffler,schauffler robert haven,1.0
michael d leinbach,leinbach michael d,1.0
nicholas joseph  nick  lorusso,lorusso nicholas j,1.0
amy tryon,tryon amy,1.0
francis joseph gossman,gossman f joseph,1.0
fred b schneider,schneider fred b,1.0
rachel haot,haot rachel,1.0
george hillocks jr,hillocks george,1.0
jessica jackley,jackley jessica,1.0
terry gestrin,gestrin terry f,1.0
eli todd tappan,tappan eli todd,1.0
dixie selden,selden dixie,1.0
ted lempert,lempert ted,1.0
david wilcock,wilcock david,1.0
peter c brinckerhoff,brinckerhoff peter,1.0
wilum hopfrog pugmire,pugmire w h,1.0
arlene shechet,shechet arlene,1.0
heidi hartmann,hartmann heidi,1.0
jonathan downey,downey jonathan,1.0
ralph s phillips,phillips ralph s,1.0
gene malin,malin gene,1.0
beth gaines,gaines beth,1.0
henry goldman,goldman henry,1.0
russell s gould,gould russell s,1.0
peter youree,youree peter,1.0
scott brown,brown scott,1.0
bruce beutler,beutler bruce a,1.0
robert f agostinelli,agostinelli robert,1.0
jennifer sharp,sharp jennifer,1.0
jack mcgregor,mcgregor jack,1.0
whit johnson,johnson whit,1.0
james lloyd  jim  keffer,keffer james lloyd,1.0
susan lynn,lynn susan m,1.0
mike yaconelli,yaconelli mike,1.0
david ireland,ireland david,1.0
patricia d jehlen,jehlen patricia d,1.0
benjamin holmes,holmes benjamin,1.0
b gunar gruenke,gruenke b gunar,1.0
mathew d staver,staver mathew d,1.0
jeffrey michael quinney,jeff quinney,1.0
eugenio saraceni,gene sarazen,1.0
chelsea cain,cain chelsea,1.0
lea brilmayer,brilmayer lea,1.0
william herbert shipman,shipman william herbert,1.0
don hertzfeldt,hertzfeldt don,1.0
charles loewner,loewner charles,1.0
larry miller,miller larry,1.0
scott harrison,harrison scott,1.0
elizabeth earle rawls,betsy rawls,1.0
perry n halkitis,halkitis perry n,1.0
jerry bona,bona jerry l,1.0
james harris,harris james,1.0
james rushmore wood,wood james rushmore,1.0
richard k lyons,lyons richard,1.0
kenard eugene gibbs,gibbs kennard eugene,1.0
tom moody,moody tom,1.0
gray gaulding,gaulding gray,1.0
louise caldwell murdock,murdock louise caldwell,1.0
jamie white,white jamie,1.0
leroy dixon,dixon leroy,1.0
shaune bagwell,bagwell shaune,1.0
harald malmgren,malmgren harald bernard,1.0
louis d fancher,fancher louis d,1.0
raphael michael fliss,fliss raphael michael,1.0
gustav a maass jr,maass gustav,1.0
kid norfolk,william ward,1.0
mary helen garcia,garcia mary helen a,1.0
william anthony,anthony william,1.0
drew struzan,struzan drew,1.0
liliana greenfield-sanders,greenfield-sanders liliana,1.0
a t charlie johnson,johnson at,1.0
isabelle lendl,lendl isabelle,1.0
terrell horne iii,terrell horne,1.0
vern partlow,partlow vern,1.0
arthur siskind,siskind arthur,1.0
jim speros,speros jim,1.0
pamela carter,carter pamela,1.0
jami tobey,tobey jami,1.0
walter l cohen sr,cohen sr walter l,1.0
robert cornetta,cornetta robert,1.0
jack reilly,reilly jack,1.0
steven downes,rittenberg adam,1.0
vic wilk,wilk vic,1.0
robert terry tobin,tobin robert t,1.0
alejandro pérez,perez alejandro,1.0
john randall nelson,nelson john randall,1.0
yung ho chang,chang yung ho,1.0
david nohe,nohe david clay,1.0
william jeremiah lunde,bill lunde,1.0
ron suresha,suresha ron,1.0
brian nestande,nestande brian,1.0
thomas nieporte,tom nieporte,1.0
darren andrew points,d a points,1.0
william j connell,connell william j,1.0
charles henry miller,miller charles henry n a,1.0
jacqui irwin,irwin jacqui,1.0
gary berntson,berntson gary,1.0
joshua pilcher,pilcher joshua,1.0
joel carmichael,carmichael joel,1.0
alan d taylor,taylor alan d,1.0
tyler kristopher capps,ty capps,1.0
ernest s croot iii,croot ernie,1.0
jesse james,james jesse,1.0
eric j magnuson,magnuson eric j,1.0
antonio galloni,galloni antonio,1.0
brandon darby,darby brandon,1.0
andres gonzales,gonzales andres,1.0
samuel l stanley jr,samuel s stanley jr md,1.0
charlie pilkington,charles pilkington,1.0
mark weston,weston mark,1.0
john murray carnochan,carnochan john murray,1.0
amalia küssner coudert,coudert amalia kussner,1.0
dax lópez,lópez dax eric,1.0
juan arambula,arambula juan,1.0
george gladir,gladir george,1.0
norman yee,yee norman,1.0
don angell,angell don,1.0
henry b ransom,henry ransom,1.0
terry gipson,gipson terry,1.0
jonathan grudin,grudin jonathan,1.0
hod lipson,lipson hod,1.0
estaño,stein philip,1.0
hubert myatt green,hubert green,1.0
gabriella de ferrari,ferrari gabriella de,1.0
joseph h flom,flom joseph h,1.0
adriano garsia,garsia adriano,1.0
jimmy baker,baker jimmy,1.0
jim patterson,patterson jim,1.0
adio dibiccari,dibiccari adio,1.0
christine traurig,traurig christine,1.0
harold jon “jack” hicks,hicks jack,1.0
les ihara jr,ihara les s jr,1.0
clarence  jeep  jones,jones clarence jeep,1.0
john t zuhlsdorf,zuhlsdorf john todd,1.0
fred ladd,ladd fred,1.0
helmut hofer,hofer helmut,1.0
alcibiades deblanc,deblanc alcibiades,1.0
michael anthony buttacavoli,michael buttacavoli,1.0
victoria hochberg,hochberg victoria,1.0
alice ritzman,ritzman alice,1.0
nancy barto,barto nancy k,1.0
sherri hill,hill sherri,1.0
spencer ross,ross spencer,1.0
robert m hazen,hazen robert,1.0
charles w cobb,cobb sr charles,1.0
joseph kahahawai jr,kahahawai joseph,1.0
ian harris,harris ian patrick,1.0
earl babbie,babbie earl,1.0
darleane c hoffman,hoffman darleane,1.0
willie jackson,jackson willie,1.0
william little lee,lee william little,1.0
herb peyton,peyton herb,1.0
gerard t leone jr,leone gerry,1.0
william a sethares,sethares william a,1.0
ralston crawford,crawford ralston,1.0
matt puccia,puccia matt,1.0
manny quezada,quezada manny,1.0
austin tice,tice austin bennett,1.0
joe ledbetter,ledbetter joe,1.0
michael james fitzgerald,fitzgerald michael james,1.0
siobhan vivian,vivian siobhan,1.0
larry nixon aka the general,nixon lawrence,1.0
lee nerison,nerison lee,1.0
brittany lang,lang brittany,1.0
leonore annenberg,annenberg leonore,1.0
mike schuchart,schuchart mike,1.0
frank fertitta jr,fertitta frank jr,1.0
joanna lund,lund joanna,1.0
richard j ablin,ablin richard j,1.0
bradley last,last bradley g,1.0
t christian miller,miller t christian,1.0
maurice garland fulton,fulton maurice,1.0
george william archer,george archer,1.0
stephanie rothenberg,rothenberg stephanie,1.0
marion sulzberger,sulzberger marion,1.0
jane dudley,dudley jane,1.0
jay alders,alders jay,1.0
david l donoho,donoho david leigh,1.0
paulette jordan,jordan paulette,1.0
carl davis,carl davis boxer,1.0
natalie schneider,schneider natalie,1.0
mike vosburg,vosburg mike,1.0
william mark,mark william,1.0
lilith saintcrow,saintcrow lilith,1.0
richard timberlake,timberlake richard,1.0
hovah hall underwood,underwood hovah,1.0
nathaniel reed,reed nathaniel,1.0
jack zajac,zajac jack,1.0
alexis ayala,ayala alexis,1.0
tom corson,corson tom,1.0
charles cavanah,cavanah charles cheatham,1.0
jerry dolyn brown,brown jerry dolyn,1.0
pincus green,green pincus,1.0
anne hearst,hearst anne,1.0
david haussler,haussler david,1.0
john howard harris,harris john howard,1.0
chad mayes,mayes chad,1.0
jonathan david karl,karl jonathan,1.0
bernie de koven,bernie dekoven,1.0
tamiko thiel,thiel tamiko,1.0
william klemperer,klemperer william,1.0
adam e cornelius,cornelius adam e,1.0
vic hershkowitz,hershkowitz vic,1.0
bud mishra,mishra bud,1.0
stu gilliam,gilliam stu,1.0
robert m owens,owens robert m,1.0
margaret anne kirk bell,peggy kirk bell,1.0
eduardo garcia,garcia eduardo,1.0
barbara gladstone,gladstone barbara,1.0
jeneva stevens,stevens jeneva,1.0
david b sarwer phd,sarwer david b,1.0
george b fitch,fitch george b,1.0
henry m eichner,eichner henry m,1.0
tanner foust,foust tanner,1.0
william brice,brice william,1.0
susan walsh,walsh susan,1.0
jordan alexander spieth,jordan spieth,1.0
rose mary prosen,prosen rose mary,1.0
richard grusin,grusin richard,1.0
mary dora rogick,rogick mary dora,1.0
robert oscar peterson,peterson robert o,1.0
john redd hutcheson,hutcheson john,1.0
clifford ann creed,creed clifford ann,1.0
gary gianni,gianni gary,1.0
derek brown,brown derek,1.0
gregory costantino,costantino gregory j,1.0
louis kaplan,kaplan kid,1.0
ronald d vale,vale ronald,1.0
william mason,mason william,1.0
vinnie brand,brand vinnie,1.0
jude reyes,reyes jude,1.0
alice de wolf kellogg,kellogg alice de wolf,1.0
dick wesson,wesson dick,1.0
paul francis stankowski,paul stankowski,1.0
buford a johnson,johnson buford a,1.0
harry dornbrand,dornbrand harry,1.0
alison simmons,simmons alison,1.0
joseph chambers,chambers joe,1.0
ruth leach amonette,amonette ruth leach,1.0
rodney lough jr,lough jr rodney,1.0
brady bacon,bacon brady,1.0
ron miller,miller ron,1.0
christie repasy,repasy christie,1.0
donald william hammond,donnie hammond,1.0
donna horton white,donna white,1.0
dwight nevil,nevil dwight,1.0
dianna booher,booher dianna,1.0
natalie hays hammond,hammond natalie hays,1.0
andrew carroll,carroll andrew,1.0
jeannette hamby,hamby jeannette,1.0
ellen pao,pao ellen,1.0
donald roland trahan,don trahan,1.0
calvin beale,beale calvin,1.0
nora johnson,johnson nora,1.0
miles kreuger,kreuger miles,1.0
joanne gunderson carner,joanne carner,1.0
robert m grant,grant robert m,1.0
walter bickford,bickford walter,1.0
mike morrell,morrell mike,1.0
michelle kidani,kidani michelle n,1.0
david shafer,author david shafer: photograph by patrick abbey,1.0
dan friedman,friedman dan,1.0
janak joshi,joshi janak,1.0
robb holland,holland robb,1.0
glenn wakai,wakai glenn s,1.0
clifford d simak,simak clifford d,1.0
dean refram,refram dean,1.0
samuel b huston,huston samuel b,1.0
robert burns wilson,wilson robert burns,1.0
katharine kolcaba,kolcaba katharine,1.0
brent boggs,boggs brent,1.0
alan trefler,trefler alan,1.0
anthony pratkanis,pratkanis anthony,1.0
matthew pierce,pierce matthew,1.0
marty block,block marty,1.0
marian a van landingham,van landingham marian,1.0
pat boas,boaspat,1.0
alexandra gouldie,alexandra elizabeth gouldie,1.0
william nathan barrett,barrett william n,1.0
erin heatherton,heatherton erin,1.0
samuel isham,isham samuel,1.0
jake freeman,freeman jake,1.0
wilberforce eames,eames wilberforce,1.0
fulvio melia,melia fulvio,1.0
kristi albers,albers kristi,1.0
oz bach,bach paul michael,1.0
megan langenfeld,langenfeld megan,1.0
john w krakauer,krakauer john,1.0
deworski odom,odom deworski,1.0
pippa malmgren,malmgren pippa,1.0
benjamin nageak,nageak benjamin,1.0
wilbert mckeachie,mckeachie wilbert,1.0
jim tucker,tucker jim,1.0
jim colver,colver jim,1.0
matt ehrlichman,ehrlichman matt,1.0
bernard allen weisberger,weisberger bernard,1.0
suzi simpson singstock,singstock suzi,1.0
edwin scheier,scheier edwin,1.0
gay robert brewer jr,gay brewer,1.0
ramin bahrani,bahrani ramin,1.0
miguel garcia,garcia miguel p,1.0
james rogers pope,pope james rogers,1.0
jaime carbonell,carbonell jaime g,1.0
jessica grose,grose jessica,1.0
tom peyer,peyer tom,1.0
james siena,siena james,1.0
leonard j mirman,mirman leonard jay,1.0
edwin kneedler,kneedler edwin s,1.0
walter j travis,walter travis,1.0
edward d goldberg,goldberg edward d,1.0
timothy daniel herron,tim herron,1.0
matt rinaldi,rinaldi matthew d,1.0
robert p briggs,briggs robert p,1.0
cynthia schreyer,cindy schreyer,1.0
kortney clemons,clemons kortney,1.0
scott a mcluckey,mcluckey scott a,1.0
frederick wampler,fred wampler,1.0
barbara freethy,freethy barbara,1.0
tremaine smith,smith tremaine,1.0
mark anderson,anderson mark,1.0
george edwin bailey peddy,peddy george edwin bailey,1.0
augusto odone,michaela odone,1.0
mary kathryn wright,mickey wright,1.0
thomas halkowski,halkowski thomas l,1.0
lizzie price thompson,thompson lizzie p,1.0
beverly j warren,warren beverly j,1.0
george i fujimoto,fujimoto george i,1.0
mark kevin carnevale,mark carnevale,1.0
michael goldberg,goldberg michael,1.0
dr leland patouillet,patouillet leland,1.0
maxim thorne,thorne maxim,1.0
barbra fontana,fontana barbra,1.0
richard m pollack,pollack richard,1.0
james schevill,schevill james,1.0
sojun mel weitsman,weitsman mel,1.0
whitny braun,braun whitny,1.0
mary beth zimmerman,zimmerman mary beth,1.0
james d mason,james mason,1.0
charles johnson woodbury,woodbury charles johnson,1.0
abraham han,han abraham,1.0
edward r hauser,hauser edward r,1.0
frederick charles tillis,tillis frederick c,1.0
richard h emmons,emmons richard h,1.0
francys arsentiev,arsentiev francys,1.0
jim white,white jim,1.0
zigi ben-haim,ben-haim zigi,1.0
robert gambrell  bob  jones,jones robert gambrell,1.0
h g haugan,haugan hauman,1.0
gertrude himmelfarb,bea kristol,1.0
frank chee willeto,willeto frank chee,1.0
chris boal,boal christopher stetson,1.0
antoine leclaire,leclaire antoine,1.0
steven furtick,furtick steven,1.0
richard dupont,dupont richard,1.0
john stoweofm conv,stowe john,1.0
tom conroy,conroy thomas,1.0
darron gary stiles,darron stiles,1.0
frances f alexander,alexander frances f,1.0
gary graham,graham gary,1.0
paxton mills,mills paxton,1.0
debra holloway,holloway debra,1.0
katherine bowling,bowling katherine,1.0
maalik reynolds,reynolds maalik,1.0
john p costas,costas john p,1.0
shane heaps,heaps shane,1.0
john sidney killen,killen john sidney,1.0
sergio peña,peña sergio,1.0
nancy stahl,stahl nancy,1.0
dennis oppenheim,oppenheim dennis,1.0
karl zoller,zoller karl,1.0
