,answer1,answer2,label,bi_encoder
2934,"January 5, 2019","January 20, 2018",1.0,0.39820513129234314
1631,Jury duty,pay taxes,1.0,0.3982696235179901
2733,16,12,0.0,0.39842620491981506
2352,16,12,0.0,0.39842620491981506
2844,"New York City, US",abc studio one in new york,1.0,0.39851638674736023
410,Boston Celtics,Cleveland Cavaliers,0.0,0.3986148238182068
324,the legislature,the General Court,1.0,0.3987709879875183
1063,Old English,English and Scottish origin,1.0,0.39879730343818665
838,the senate,Army,0.0,0.3989642560482025
2330,Shantanu Maheshwari,Aman Gandotra,0.0,0.3989843726158142
2197,Marburg marburgvirus,Zika virus,0.0,0.3994137644767761
1838,N Ravi,Vishwanath,0.0,0.399476557970047
1616,Football,Basketball,1.0,0.3995707333087921
414,the steering mechanism,suspension,0.0,0.399631142616272
3033,1954,from the mid - 1950s,1.0,0.399894654750824
1933,May 1950,"march 8, 1965",2.0,0.4001427888870239
1462,Furious 7,The Fast and the Furious,0.0,0.4008704721927643
1375,English,Torah,0.0,0.40117520093917847
2065,Anocracy,Ungoverned Warlordism,0.0,0.4013320207595825
630,17,22,0.0,0.40164533257484436
1429,shoulder sleeve,the upper left arm,1.0,0.4017661511898041
423,1 December 2018,19 October 2015,0.0,0.4019450545310974
2560,India,asia pacific,0.0,0.4024370014667511
2525,Gloria Sherry,Marilyn Sellars,0.0,0.40263915061950684
3477,1919,"august 27, 1921",0.0,0.40301987528800964
2439,"January 10, 1957",1942,0.0,0.40312960743904114
663,the Twenty-sixth Amendment,the voting rights act,1.0,0.4035790264606476
2847,"New York City, US",Los Angeles,1.0,0.4047098159790039
2329,Shantanu Maheshwari,Aarti Chhabria,0.0,0.4047884941101074
528,1950,1998,0.0,0.4049232602119446
1991,Des Moines,kansas city,2.0,0.4051123261451721
723,Kailash Satyarthi,Manjul Bhargava,0.0,0.40517252683639526
236,Ashtavakra,Samvarana,0.0,0.40532612800598145
2092,Sophia Myles,Phyllis Logan,0.0,0.40538448095321655
316,Isaac Liev Schreiber,Kiefer Sutherland,0.0,0.40546661615371704
3271,through the maternal line,ancestral enrollment,0.0,0.40669381618499756
3045,235 or 236,435,1.0,0.40671390295028687
2279,2018,1991,0.0,0.4068484604358673
482,2018,1991,0.0,0.4068484604358673
1322,increased metabolism,release of adrenaline,2.0,0.4070645570755005
96,2020,as soon as 2019,0.0,0.4075278639793396
3636,9 October 2018,2019,1.0,0.40754932165145874
2531,Registered persons,the electoral agency,1.0,0.4086802005767822
567,"22,970","approximately 10,840",1.0,0.40872859954833984
677,egg,Jesus,0.0,0.40882056951522827
986,Boston Red Sox,Houston Astros,1.0,0.4089329242706299
1323,increased metabolism,release adrenaline,2.0,0.4091436564922333
1619,season three,season 9,0.0,0.4093817472457886
853,arbitrageur,speculator,2.0,0.40944570302963257
432,"January 9, 2018","May 1, 2018",1.0,0.4098556935787201
3251,43,36,0.0,0.4101864993572235
100,/,payroll,0.0,0.4103894531726837
84,Oral Torah,the Mishnah,0.0,0.4104260504245758
3028,155th,141,1.0,0.4113234281539917
374,1989,2018,2.0,0.4116591513156891
3389,2008,1996,0.0,0.4122605323791504
876,evening of October 31,Halloween,2.0,0.41264915466308594
3504,1981 to 1996,early 1980s,1.0,0.41312479972839355
3227,massive hemorrhage,hemostasis,0.0,0.41318273544311523
1273,With arrival in 2017,in 2007,1.0,0.41341841220855713
1859,Cataracts of the Nile,The 2nd Cataract,1.0,0.4136800765991211
722,Kailash Satyarthi,Amartya Sen,0.0,0.4138214886188507
57,8,furious 7,0.0,0.41390007734298706
2970,through the foramen ovale,internal auditory canal,0.0,0.4141097068786621
2760,TGRI,Japan,0.0,0.4142780900001526
3260,25,35,0.0,0.41490280628204346
1082,"July 15, 2016",July 2016,2.0,0.4156040549278259
1532,Larry Smith,Larry Bloom,0.0,0.41562312841415405
812,President of the United States,Donald J. Trump,0.0,0.41603004932403564
1614,1787,1748,0.0,0.41638892889022827
2207,222,146,0.0,0.4164789021015167
505,algae,dinoflagellate,1.0,0.4165359437465668
2802,Sodium acetate,methoxide,0.0,0.41726839542388916
2571,Monarchy,Republic,0.0,0.41777801513671875
1622,18,22,0.0,0.41790106892585754
2456,6,10,0.0,0.41804713010787964
1697,10,6,1.0,0.41804713010787964
3493,Ohio State,Michigan Wolverines,1.0,0.4181689918041229
2127,ten,16,0.0,0.41816917061805725
1062,Old English,French,0.0,0.4183339476585388
2778,the West Point cadet officer,general officers,0.0,0.418359637260437
2562,India,mexico,0.0,0.41836145520210266
1942,1948,1925,0.0,0.4184039235115051
2653,sales tax,tariffs,0.0,0.4185485243797302
1441,Andrea Donna de Matteo,drea de matteo,2.0,0.4193035662174225
3228,massive hemorrhage,gastrointestinal bleeding,0.0,0.4193589389324188
3317,"October 23, 2018","April 10, 2018",0.0,0.41952311992645264
621,Pratap Nagar Metro Station,City Railway Station,0.0,0.4195803105831146
835,1965,"july 15, 1964",2.0,0.42045721411705017
3444,Óscar Arnulfo Romero y Galdámez,scar arnulfo romero,0.0,0.4208083748817444
3135,1939,1988,0.0,0.420838326215744
298,town,rural,1.0,0.4214685559272766
1469,1686,1668,0.0,0.42153841257095337
1257,Woodrow Wilson,Ronald Wilson Reagan,0.0,0.4215821325778961
3312,January 2019,2018,0.0,0.42179253697395325
1330,ten-digit,nine,0.0,0.42195653915405273
151,"July 26, 2016","september 19, 2016",0.0,0.4220830202102661
363,2008,2017,0.0,0.4221687614917755
1827,16,6,1.0,0.4223877787590027
2729,16,6,0.0,0.4223878085613251
431,"January 9, 2018","november 6, 2018",0.0,0.42271924018859863
612,Governor,governor ralph torres,1.0,0.42281001806259155
2328,Shantanu Maheshwari,rohit shetty,0.0,0.42307865619659424
3561,1862–1911,1718,0.0,0.4235695004463196
98,/,directory,0.0,0.423758327960968
3466,2011–2014,14 seasons,0.0,0.4242601990699768
1740,Taxonomy,Phylogenetics,0.0,0.4243112802505493
3032,1954,Between 1955 and 1968,0.0,0.424363911151886
2731,16,26,0.0,0.42453768849372864
263,55 calories,34 calories,2.0,0.4246175289154053
3385,9,99,2.0,0.424800843000412
3289,heartbreak song,love,1.0,0.4251079261302948
3454,1965,1971,0.0,0.42524588108062744
1008,asymmetrical federalism,federal semi-presidential republic,2.0,0.42579570412635803
2836,Portuguese explorer Diogo Cão,diogo co,0.0,0.4258216321468353
524,2017,1975,0.0,0.4259476065635681
2965,Sir John Abbott,john a. macdonald,0.0,0.42598778009414673
3551,Priyanka Chopra,Amitabh Bachchan,0.0,0.4260023832321167
3497,Macchanu,Makaradhwaja,2.0,0.4260076880455017
883,1924,1959,0.0,0.426114946603775
1141,"March 10, 1981",2011,0.0,0.4261434078216553
189,Marlow in Buckinghamshire,Bisham in East Berkshire,2.0,0.42620861530303955
506,algae,dinoflagellates,2.0,0.4265318512916565
338,the Middle East,Central Asia,0.0,0.4267082214355469
735,2018,2005,1.0,0.4270153045654297
2478,2018,2005,1.0,0.4270153045654297
3632,Uhuru Peak,Kibo,0.0,0.42720019817352295
618,Pratap Nagar Metro Station,Old Delhi Railway Station,0.0,0.42799243330955505
737,a T-bone,t - bone steak,0.0,0.42868155241012573
1731,"December 2, 2018","December 29, 2018",0.0,0.42942535877227783
2819,Has a material bilateral mistake,mistake,1.0,0.42983686923980713
2053,"November 20, 2018","October 23, 2018",0.0,0.43007442355155945
3022,three,four,0.0,0.43057939410209656
276,"2,300,000,000",three billion,0.0,0.43079251050949097
290,036,6762033,0.0,0.43140530586242676
657,SVR RF,FSB,0.0,0.432145357131958
274,"2,300,000,000",1.2 billion,0.0,0.43215441703796387
471,"Plymouth, Massachusetts",plymouth rock,1.0,0.4325657784938812
1892,20,23,0.0,0.4337015748023987
3507,1964,1949,0.0,0.4339441657066345
2570,Monarchy,feudal system,0.0,0.43419596552848816
857,intersection,union,1.0,0.43457871675491333
2652,sales tax,tariff,0.0,0.4348059296607971
2867,Johann Wolfgang von Goethe,Johann Georg Faust,1.0,0.4348219633102417
1500,southeastern,east africa,0.0,0.4350681006908417
2966,Sir John Abbott,Sir John Thompson,0.0,0.4350849688053131
1235,2011,December 2014,0.0,0.43574461340904236
2095,Sophia Myles,sophia jane myles,2.0,0.43586164712905884
301,town,a market and road center,2.0,0.4359072148799896
1073,the G.I. Generation,Homeland Generation,0.0,0.43615448474884033
622,Pratap Nagar Metro Station,Agra district,0.0,0.4361727833747864
3536,2016–17,2007,0.0,0.43656012415885925
1164,155,139,0.0,0.43746522068977356
849,arbitrageur,a trader,1.0,0.4375949800014496
2647,Health information technology,Biomedical sciences,0.0,0.43767988681793213
2568,Monarchy,patrimonial feudalism,0.0,0.4378014802932739
425,1 December 2018,"August 1, 2017",0.0,0.4382317066192627
2179,Albuquerque,New York,0.0,0.4383385181427002
2101,Murphy,brittany murphy,2.0,0.43842625617980957
2239,22,2,0.0,0.4403219521045685
2654,sales tax,customs duties,1.0,0.4403359889984131
3577,"November 16, 2018","July 15, 2017",0.0,0.4409603774547577
1089,United States,russia,0.0,0.44158217310905457
2671,AL,the AL winning 66,2.0,0.4419493079185486
286,036,838,0.0,0.44237983226776123
293,a state run mental hospital,the New Jersey State Lunatic Asylum,0.0,0.4428524672985077
288,036,672,0.0,0.44328728318214417
2381,no,none specified,2.0,0.44348955154418945
1320,increased metabolism,affects available energy,1.0,0.44370850920677185
364,2008,2017\u201318,0.0,0.4440305829048157
1625,18,14,1.0,0.44405800104141235
2684,Georgia,South Carolina,0.0,0.4442679286003113
3408,22,32,0.0,0.4444417953491211
1989,Des Moines,Chicago,1.0,0.4448099732398987
684,Natalie Dormer,lena headey,0.0,0.4449710547924042
457,orchids of the genus Vanilla,vanillin,0.0,0.445816308259964
2334,Shantanu Maheshwari,Karan Wahi,0.0,0.446040540933609
1119,Ulama,mancala,0.0,0.44607871770858765
237,Ashtavakra,Krishna,0.0,0.4468238949775696
3403,Vive la révolution,Vive la Charte,0.0,0.4472312331199646
303,972,981,1.0,0.44754040241241455
3370,1757,1526 -- 1858 CE,1.0,0.4475758969783783
2173,1951,1939,0.0,0.4481491446495056
2781,the West Point cadet officer,First Sergeant,1.0,0.44831782579421997
2865,Queen Elizabeth I,queen victoria,0.0,0.44832518696784973
2111,twenty-four,24 letters,2.0,0.44852808117866516
2056,"November 20, 2018","August 5, 2018",0.0,0.44938093423843384
2886,oxidant,oxygen,2.0,0.44971200823783875
1988,Des Moines,Milwaukee,1.0,0.4506374001502991
2947,etiology,pathogenesis,0.0,0.45069408416748047
1029,Vidhan Sabha  Metro Station,delhi railway station of delhi,0.0,0.45088493824005127
2774,Jeremiah,nehemiah,0.0,0.450888454914093
610,Governor,Congress,0.0,0.45163410902023315
1353,China,United States,2.0,0.45170390605926514
605,1992,2007,0.0,0.4517119526863098
2266,"""support our troops""",solidarity,0.0,0.4522320032119751
1918,Alabama,alabama crimson tide,2.0,0.45232897996902466
1644,1990,1998,1.0,0.45244723558425903
3215,executes,death,2.0,0.4525170922279358
2208,222,102,0.0,0.4537230134010315
36,Trey MacDougal,Kyle MacLachlan,2.0,0.45441102981567383
2969,Sir John Abbott,Sir John A. Macdonald,0.0,0.4548894464969635
3633,Uhuru Peak,Mount Everest,0.0,0.4549562931060791
3511,lack of protein and calories,energy deficiency,1.0,0.45496612787246704
1760,13,10,0.0,0.4554453492164612
1736,Taxonomy,systematics,0.0,0.4560776352882385
3155,104,10,1.0,0.4564453661441803
2930,"January 5, 2019","January 27, 2018",0.0,0.4568800926208496
1078,3,1,0.0,0.4576076567173004
2992,Ogor Okuweh,Yakubu Dogara,0.0,0.45853617787361145
87,Oral Torah,Deuteronomy,0.0,0.45871174335479736
2369,"January 17, 2006",2006,2.0,0.45892584323883057
3567,Paris,Miami,0.0,0.45918142795562744
3237,naturally replenished,groundwater recharge,1.0,0.45933350920677185
1937,NC State,kansas state wildcats,1.0,0.45949041843414307
2054,"November 20, 2018","October 9, 2018",0.0,0.4600220024585724
3565,Paris,Las Vegas,0.0,0.46004340052604675
787,thirty,40,0.0,0.4623869061470032
698,1540s,the 16th century,1.0,0.46257132291793823
839,the senate,consuls,1.0,0.4632202982902527
877,evening of October 31,Halloween night,2.0,0.4633893072605133
118,the governor,the state adjutant general,1.0,0.46443971991539
2747,Scotland,English,1.0,0.46454328298568726
3159,2015,"March 5, 2016",0.0,0.46472135186195374
727,Kailash Satyarthi,Sachin Tendulkar,0.0,0.46505361795425415
1676,"November 18, 2018","February 25, 2018",0.0,0.46529310941696167
1617,season three,season eight,0.0,0.46546071767807007
1165,155,197,0.0,0.4654610753059387
3611,8:46Â a.m.,6:55 pm,0.0,0.46596452593803406
1339,the spinal cord,triceps tendon,0.0,0.46652084589004517
3057,flexor,flexion,2.0,0.46770554780960083
1771,Raúl Esparza,ral esparza,1.0,0.4687851667404175
28,oleic acid,alkenes,0.0,0.46920245885849
1352,China,india,0.0,0.46988701820373535
3441,1921,1939,0.0,0.4704211354255676
2481,"October 16, 2018",October 10,1.0,0.4707704186439514
3612,8:46Â a.m.,11 : 00 am,0.0,0.47152066230773926
3635,9 October 2018,7 January 2018,1.0,0.4718403220176697
504,algae,dinoflagellates and diatoms,0.0,0.4718974232673645
3386,"January 1, 2019","january 13, 2017",1.0,0.47266462445259094
2586,Prague,Amsterdam,2.0,0.4727364182472229
1301,02330,1001,0.0,0.4728601276874542
2655,sales tax,customs tariff,1.0,0.4731658697128296
186,"January 2, 2016",2016,1.0,0.47324690222740173
2967,Sir John Abbott,Sir John Alexander Macdonald,0.0,0.47338786721229553
2565,India,Israel,2.0,0.4738326966762543
988,25 December,christmas day,0.0,0.47390836477279663
572,Roger Labon Jackson,roger l. jackson,2.0,0.47435399889945984
519,"January 3, 2019","february 22, 2019",0.0,0.4745692014694214
243,Bachman–Turner Overdrive,Randy Bachman,2.0,0.4755162298679352
2728,Dana DeLorenzo,dana rose delorenzo,2.0,0.4774850606918335
2484,1 July 2014,2017,0.0,0.4780588746070862
2142,V6 single hybrid turbocharger engine,V8,1.0,0.4791969060897827
140,1969,1979,1.0,0.4793057441711426
377,the Union Government,central and state government,2.0,0.4797230660915375
1820,the United States Census,Congress,0.0,0.48004645109176636
224,a gender-neutral honorific,honorific,2.0,0.48075515031814575
2535,exponent,expectation operator,0.0,0.481916218996048
2461,coati,Mustela,0.0,0.4828174114227295
3129,meter,magnitude,0.0,0.48363539576530457
3034,1954,mid-1950s,2.0,0.48416316509246826
2366,"January 17, 2006",April 2006,0.0,0.48467114567756653
3191,on the Zambezi River,"Livingstone, Zambia",1.0,0.4856099486351013
230,Ashtavakra,Bhishma,0.0,0.48581284284591675
1682,"July 12, 1989",1987,1.0,0.4858775734901428
1267,8,six,1.0,0.4860149323940277
3438,1921,"October 1, 1928",0.0,0.486899733543396
2388,74,67,1.0,0.4873946011066437
1372,English,West African Pidgin English,0.0,0.4880007803440094
994,Season 30,29,1.0,0.4885653257369995
2421,in the season finale,The End of the Affair,0.0,0.4892718493938446
3040,Australia,New Zealand,0.0,0.4898417294025421
102,/,URI,0.0,0.49000370502471924
1784,processed boneless chicken meat,Chicken McNuggets,0.0,0.4900737702846527
25,oleic acid,monounsaturated fatty acids,0.0,0.4901900589466095
3550,Priyanka Chopra,Shahid Kapoor,0.0,0.49122583866119385
393,Article 37,Article 356,0.0,0.49219638109207153
1400,Sara,Samara Cook,0.0,0.49324214458465576
555,Brian Keith,Dennis Quaid,1.0,0.49389544129371643
1461,Furious 7,The Fate of the Furious,0.0,0.4947030544281006
2423,in the season finale,season 8,0.0,0.49496859312057495
232,Ashtavakra,Parashurama,0.0,0.4952027201652527
670,Schlieffen Plan,"a \""Labour Plan\""",0.0,0.49579793214797974
1729,"December 2, 2018","January 8, 2018",0.0,0.4959128797054291
375,the Union Government,the state legislature,1.0,0.496337890625
1984,1989–90,1986,0.0,0.49711859226226807
3404,Vive la révolution,Vive la Nation,0.0,0.4981953203678131
3278,92,108,0.0,0.49902772903442383
1263,8,seventh,0.0,0.4993761479854584
1312,Miguel DÃ­az-Canel,miguel d\u00edaz-canel,2.0,0.5000706911087036
702,1540s,1521,1.0,0.5001112818717957
2773,National Football League,the nfl,2.0,0.5018582344055176
1076,3,2,0.0,0.5018622279167175
2914,over 18%,17.5%,1.0,0.5045411586761475
1354,below freezing,winter months,0.0,0.5045849084854126
680,egg,hen,1.0,0.5049933195114136
409,Boston Celtics,Chicago Bulls,0.0,0.5068429112434387
120,the governor,the President,1.0,0.5072402954101562
1727,"December 2, 2018","December 15, 2018",0.0,0.5076226592063904
1169,155,142,0.0,0.5076583623886108
2710,Marina Bay in Singapore,singapore,2.0,0.5088659524917603
1272,With arrival in 2017,June 2017,1.0,0.5090082883834839
2949,etiology,idiopathic,0.0,0.5091503262519836
3379,Champaign–Urbana metropolitan area,champaign,1.0,0.5094292163848877
525,2017,1988,0.0,0.5096790790557861
3206,angiosperms,Pangaea,0.0,0.5112935304641724
3494,Ohio State,Michigan,1.0,0.5113019943237305
344,"November 20, 2018","october 27, 2018",0.0,0.5118885040283203
3051,1954,1937,0.0,0.5126797556877136
699,1540s,1548,1.0,0.5137872099876404
2280,2018,2010,0.0,0.5144531726837158
2785,two,two points,2.0,0.5146632790565491
1775,German folktales,folklore,2.0,0.5152117013931274
1066,Shankar Dayal Sharma,sarvepalli radhakrishnan,0.0,0.5155228972434998
3505,1981 to 1996,1982 -- 2000,1.0,0.5163236856460571
2732,16,13,0.0,0.5163644552230835
1574,16 March 2019,15 april 2018,0.0,0.5170815587043762
1123,nucleus,cytosol,0.0,0.5177379846572876
1305,Virginia,"yorktown, virginia",2.0,0.5181018710136414
1523,eastern Turkey,the mountains of eastern anatolia,0.0,0.5183706283569336
2661,135 minutes,152 minutes,0.0,0.5185021758079529
2046,"September 20, 2015",2015,2.0,0.5185312032699585
3038,Congress,the states,1.0,0.5187926888465881
479,the British government,parliament of the united kingdom,1.0,0.5189095735549927
1976,Hannah John-Kamen,hannah john - kamen,2.0,0.5192379951477051
11,Raj Guru Gajaraj Mishra,Chandra Sekher Upadhyaya,2.0,0.5194005370140076
2977,Prudential plc,Prudential Assurance Company,1.0,0.5194023847579956
250,Star World India,Star One,2.0,0.5198848247528076
2051,Nick Palatas,"Nicholas Edward \""Nick\"" Palatas",2.0,0.5199326276779175
2089,5779,AM 5772,0.0,0.5200836658477783
245,Raymond Wallace Bolger,ray bolger raymond wallace bolger,2.0,0.5204417705535889
3608,2016,2017\u201318,1.0,0.5207630395889282
818,Fast & Furious 6,Furious 7,0.0,0.5218881368637085
2339,warm ocean waters,heat,1.0,0.5223150849342346
234,Ashtavakra,apsara,0.0,0.5227100253105164
2498,increase,increase down each group,1.0,0.5234217047691345
1878,Peter Addenbrooke Thomas,peter thomas,2.0,0.5235147476196289
60,8,10,1.0,0.5240675806999207
2625,8,10,0.0,0.5240676403045654
1266,8,Seven,1.0,0.5247468948364258
3452,1965,1967,0.0,0.5249800682067871
1310,Miguel DÃ­az-Canel,miguel diaz - canel,1.0,0.5255757570266724
361,2008,2013,0.0,0.526047945022583
46,Microprocessor without Interlocked Pipelined Stages,microprocessor,2.0,0.5260521769523621
2657,135 minutes,124 minutes,0.0,0.5266091823577881
3256,43,47,0.0,0.5276010036468506
365,the 1980s,mid - 1990s,0.0,0.5283554792404175
74,"October 16, 2018","october 17, 2017",1.0,0.5291574001312256
2952,"October 16, 2018","october 17, 2017",1.0,0.5291574001312256
3627,India,Pakistan,0.0,0.5294379591941833
1828,16,six,1.0,0.5302654504776001
1881,Burgoyne,british general john burgoyne,2.0,0.5303882956504822
3630,2015,2012,0.0,0.5304602980613708
2924,2005,2002,0.0,0.5313839912414551
196,life,animal,0.0,0.5322526693344116
2517,season 6,season eight,0.0,0.5331282615661621
1184,Africa,teaching in Africa,2.0,0.5336208939552307
2564,India,Asia,0.0,0.5336592197418213
2994,54,50,0.0,0.5362467169761658
1646,India,pakistan,1.0,0.5363683104515076
609,Governor,president,0.0,0.5366242527961731
61,8,6,1.0,0.5368789434432983
2457,6,8,0.0,0.5368789434432983
1268,8,6,1.0,0.5368789434432983
604,1992,1999,0.0,0.5370876789093018
456,for all penalties,penalty,2.0,0.5380116701126099
3239,naturally replenished,recharge,1.0,0.539048433303833
3204,Thalia Grace,thalia,2.0,0.5390613675117493
481,the British government,the labour government,1.0,0.5399053692817688
1978,Hannah John-Kamen,hannah dominique e. john - kamen,2.0,0.5401025414466858
2109,twenty-four,24,2.0,0.5404211282730103
3574,graphite or metal,metal,2.0,0.5407523512840271
1930,May 1950,1 November 1955,1.0,0.5415945053100586
1355,below freezing,winter,0.0,0.5416908860206604
3319,1949,1944,1.0,0.541863739490509
3149,July 11,"between July 11 and September 26, 2018",2.0,0.5418686866760254
2224,60,40,0.0,0.5423663854598999
2501,19,18 in 42 of the 50 states \u2014 but 19,1.0,0.5426477193832397
13,53,46,0.0,0.5426692962646484
160,East England,english folklore,0.0,0.5439246892929077
302,"September 24, 2018",2018,2.0,0.5440229773521423
794,Brian Gerald Snitker,brian snitker,1.0,0.5445605516433716
2875,pleura,pulmonary pleurae,2.0,0.5445840358734131
706,organ,"a muscular, hollow organ",2.0,0.5446261763572693
725,Kailash Satyarthi,Subhash Khot,0.0,0.5453968644142151
2413,1909,1913,0.0,0.5454500913619995
3270,through the maternal line,the mother's,0.0,0.5455480813980103
1840,Emmanuel Piñol,emmanuel piol,0.0,0.5458313822746277
1389,Annie,"his wife, annie",1.0,0.5458860397338867
1850,land plants,green plants,2.0,0.5470410585403442
3205,angiosperms,gymnosperms,0.0,0.547217607498169
2694,banks,financial institutions,2.0,0.5490842461585999
2429,Caribbean Sea,in the Caribbean,2.0,0.5501127243041992
1726,"December 2, 2018","December 3, 2017",0.0,0.5503440499305725
59,8,seven,1.0,0.5511299967765808
2365,Sanjay Basu,Sanjay Swaraj,2.0,0.5518842339515686
500,The FCC,federal communications commission,1.0,0.5519455671310425
761,Henry VIII,George IV,0.0,0.5520132780075073
2217,1100ml,10 millilitres,0.0,0.5522359609603882
291,a state run mental hospital,state men's prison,0.0,0.5526909828186035
3003,New York,Westchester County of New York,0.0,0.553030788898468
1522,2018,11 January 2018,1.0,0.5531567335128784
3445,Óscar Arnulfo Romero y Galdámez,scar Romero,0.0,0.5532090663909912
3584,12,10,0.0,0.5546980500221252
2721,1999,1997,0.0,0.5555776953697205
2188,1962,1968,0.0,0.555794358253479
2129,ten,14,0.0,0.5569980144500732
3491,the species of the subject,species,2.0,0.5570133924484253
2685,Georgia,Florida,0.0,0.5576881170272827
3161,Season 14,the thirteenth season,1.0,0.5578000545501709
2186,actual testing of each processor,actual testing,1.0,0.5579745769500732
759,18 July 2000,"july 5, 2000",2.0,0.558388352394104
311,2018,2017,0.0,0.5599702596664429
487,2018,2017,0.0,0.5599702596664429
2477,2018,2017,0.0,0.5599702596664429
2277,2018,2017,0.0,0.5599702596664429
3396,TLS 1.3,version 1. 3,2.0,0.5600873231887817
2772,National Football League,premier league,0.0,0.560139000415802
1554,Hephaestus,Peleus,0.0,0.5602735280990601
1114,the 104th Congress,Congress,2.0,0.5604461431503296
486,2018,1998,0.0,0.5605338215827942
1026,34.16%,31.96%,1.0,0.5611324906349182
3008,"October 19, 2018",2018,2.0,0.5619446039199829
1679,"July 12, 1989","january 9, 1987",0.0,0.5619949102401733
498,"October 12, 2018",2018,1.0,0.5622422695159912
1977,Hannah John-Kamen,hannah dominique e. john-kamen,2.0,0.5631427764892578
2643,Brazil,Americas,1.0,0.5632780194282532
2236,Myers,alicia myers,2.0,0.5634832382202148
745,King James I of England,King Charles II,0.0,0.5646401047706604
2522,2017,"november 1, 2017",2.0,0.564915120601654
297,town,mining town,0.0,0.565527081489563
1180,2009,"september 14, 2009",2.0,0.565549910068512
841,February 19,"january 15, 2019",0.0,0.5656235218048096
249,Star World India,a Disney Channel India,0.0,0.5661525726318359
2058,"November 20, 2018",2018,2.0,0.5681767463684082
88,Oral Torah,talmud,2.0,0.5688251256942749
2368,"January 17, 2006","June 1, 2006",0.0,0.5690171122550964
2726,modified for faster speed,modifying it for greater performance,2.0,0.5690346360206604
2658,135 minutes,113 minutes,0.0,0.5693756937980652
2925,2005,"august 30, 2005",1.0,0.5694302916526794
270,the spirit of perverseness,the spirit,1.0,0.5695611238479614
538,2010,2007,0.0,0.5708362460136414
2138,V6 single hybrid turbocharger engine,rover v8 engines,1.0,0.5718357563018799
1858,Cataracts of the Nile,Nile River,0.0,0.5719078779220581
523,2017,2010,0.0,0.5727009773254395
1842,Emmanuel Piñol,emmanuel pinol,2.0,0.5728259086608887
661,SVR RF,svr,2.0,0.5743356347084045
1405,Sara,sara harvey,2.0,0.5752949118614197
1673,"November 18, 2018","October 7, 2018",0.0,0.5754131078720093
2071,155 mph,175 mph,0.0,0.5771672129631042
1493,One,Two,0.0,0.5771681070327759
2482,"October 16, 2018",2018,2.0,0.5772588849067688
3634,9 October 2018,2018,1.0,0.5776472091674805
2296,11 October 1959,1911,0.0,0.5777362585067749
2136,V6 single hybrid turbocharger engine,v8 - engine,0.0,0.5785073041915894
327,the legislature,congress,1.0,0.5805745720863342
2720,1999,2002,0.0,0.5812041759490967
3276,through the maternal line,the mother's clan,1.0,0.5814588069915771
2170,1951,1947,0.0,0.5821227431297302
3439,1921,1928,0.0,0.5835248231887817
2552,18,16,0.0,0.5839807987213135
2575,Gaul,gallia,0.0,0.5840210914611816
3391,2008,"november 4, 2008",1.0,0.5854173898696899
2141,V6 single hybrid turbocharger engine,90 degree V6 reciprocating engines,1.0,0.5858297348022461
461,orchids of the genus Vanilla,orchids,1.0,0.5861980319023132
2526,Gloria Sherry,gloria smyth,2.0,0.586872935295105
2126,ten,before the age of ten,0.0,0.5880264043807983
1851,land plants,plants,2.0,0.5885793566703796
420,1 December 2018,2018,0.0,0.5896774530410767
2637,47,44 states,0.0,0.5910873413085938
2407,Royal Automobile Club,Royal Agricultural College,0.0,0.5917677879333496
951,punishment for a crime,penal labor,0.0,0.5918368101119995
2764,1969,1974,0.0,0.5933409929275513
2881,1 May,every 1 may,2.0,0.5938802361488342
2102,Murphy,Brittany Murphy-Monjack,2.0,0.5943842530250549
2356,"April 14, 2019",2019,2.0,0.5943947434425354
3316,"October 23, 2018","October 9, 2018",0.0,0.594424307346344
1530,the 1st century,by the 2nd century,2.0,0.5951593518257141
1746,bronchi,two primary bronchi,2.0,0.5954380035400391
2063,Anocracy,democracy,0.0,0.5962289571762085
2762,1969,1967,0.0,0.5975820422172546
2950,etiology,pathology,0.0,0.5983840823173523
2401,2011,2018,0.0,0.5993623733520508
462,amino acid,nucleic acids,0.0,0.5997976064682007
490,"December 6, 2001",2001,2.0,0.6006444692611694
1433,Justin Rose,Justin Thomas,0.0,0.6007019281387329
1674,"November 18, 2018","november 25, 2018",0.0,0.6009090542793274
279,2005,"february 5, 2006",0.0,0.6013531684875488
148,six,seven,0.0,0.6016939878463745
205,"Somebody, presumably Thespis",Thespis,2.0,0.6018550395965576
2811,"December 1, 2018",2018,2.0,0.6026454567909241
2543,"December 1, 2018",2018,1.0,0.6026456356048584
3390,2008,2015,0.0,0.602645754814148
2479,2018,2013,1.0,0.6040526628494263
845,2018,2013,1.0,0.6040526628494263
2125,1978,"October 25, 1978",2.0,0.6040637493133545
1191,1978,"October 25, 1978",2.0,0.6040637493133545
2541,"December 1, 2018","january 8, 2018",1.0,0.6043169498443604
2809,"December 1, 2018","january 8, 2018",2.0,0.6043170094490051
2542,"December 1, 2018","December 1, 2012",1.0,0.605037271976471
2520,season 6,Seasons 6\u20137,2.0,0.6066896319389343
27,oleic acid,stearidonic acid,0.0,0.6077595353126526
3626,India,west indies,0.0,0.6077991724014282
3450,Óscar Arnulfo Romero y Galdámez,\u00d3scar Romero,2.0,0.607821524143219
1943,1948,1968,0.0,0.6078584790229797
2993,54,51,0.0,0.6081385612487793
